"Service","region","nn.conifer.yc","nn.broad.yc","n.conifer.yc","n.broad.yc","n.broad.consv","agro.yc","mixed.yc","crop.productivity","grassland","water.runoff","human","social","manufactured","financial","moreNW","lessNW","moreF","lessF","moreNAT","lessNAT","deep.peat","deer.density","wild.land","Production"
"softwood.timber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.8,0,0
"hardwood.timber",0,0,0,0,0,0,1,0,0,0,0,0.08,0,0.19,0,0,0,1,1,0,0,1,0.8,0,0.95
"biodiversity",0,0,0,0,0,0,0.12,0,0.05,0,0,0,0,0,0,0,0,1,1,0,0,1,0.8,0,0.7
"carbon",0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,1,1,0,0,1,0.8,0,0.56
"flood.regulation",0,0,0,0,0,0,0,0,0.2,0,1,0,0,0,0,0,0,1,1,0,0,1,0.8,0,0.6
"recreation",0,0,0,0,0,0,0,0,0,0,0,0.026,0,0,0,0,0,1,1,0,0,1,0.8,0,0.046
"livestock",0,0,0,0,0,0,0.14,0,0,0,0,0,0,0.05,0,0,0,1,1,0,0,1,0.8,0,0.038
"crop.service",0,0,0,0,0,0,0.14,0,0.27,0,0,0.1,0,0.06,0,0,0,1,1,0,0,1,0.8,0,0.75
"employment",0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0.24,0,0,1,1,0,0,1,0.8,0,0.29
