"Service","region","nn.conifer.yc","nn.broad.yc","n.conifer.yc","n.broad.yc","n.broad.consv","agro.yc","mixed.yc","crop.productivity","grassland","water.runoff","human","social","manufactured","financial","moreNW","lessNW","moreF","lessF","moreNAT","lessNAT","deep.peat","deer.density","wild.land","Production"
"softwood.timber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"hardwood.timber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"biodiversity",0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.73
"carbon",0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.64
"flood.regulation",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4
"recreation",0,0,0,0,0,0,0,0,0,0,0,0.009,0.01,0,0,0,0,0,0,0,0,1,0,0,0.069
"livestock",0,0,0,0,0,0,0,0,0,0.03,0,0.03,0,0.16,0.06,0,0,0,0,0,0,1,0,0,0.015
"crop.service",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"employment",0,0,0,0,0,0,0,0,0,0.008,0,0.46,0,0.27,0.29,0,0,0,0,0,0,1,0,0,0.016
