"aftParamId","givingInDistributionMean","givingInDistributionSD","givingUpDistributionMean","givingUpDistributionSD","serviceLevelNoiseMin","serviceLevelNoiseMax","givingUpProb","productionCsvFile"
0,0.05,0,0.0001,0,1,1,0.05,".//production/%s/multinc.csv"
