"aftParamId","givingInDistributionMean","givingInDistributionSD","givingUpDistributionMean","givingUpDistributionSD","serviceLevelNoiseMin","serviceLevelNoiseMax","givingUpProb","productionCsvFile"
0,0.02,0,0.01,0,1,1,0.05,".//production/%s/agroforestry.csv"
